4.0983,-1.2815,2.5408,2.4545,2.9287,0.41103,5.3958,1.7307,5.3876,8.722,3.3723,4.2389,7.1228,2.1213,6.7982,3.5102,1.8862,0.063212
3.8809,-0.82739,NaN,2.6474,1.0432,2.2123,1.9653,2.0156,0.45756,8.0556,1.7786,1.6133,5.8095,2.5505,6.126,2.593,1.1453,0.7252
3.1153,0.7976,3.1931,6.2474,0.71247,4.1827,2.4631,2.0519,2.869,6.434,2.1881,2.6352,10.354,7.0593,6.4194,3.6041,2.5837,1.5766
3.151,2.3016,2.4027,4.0459,6.4797,0.93069,1.3658,3.0404,NaN,7.591,3.3723,3.1557,10.609,4.2877,6.4875,1.3148,2.7037,-1.0346
2.8919,0.4067,2.8857,1.512,0.37434,0.14067,1.6813,3.6995,0.77454,6.9853,3.4396,1.4716,10.92,1.3304,NaN,6.8509,2.4576,1.5766
2.4793,0.61374,1.9642,0.99092,-0.91957,0.33798,2.2498,2.8082,0.60115,NaN,3.984,1.58,9.8382,2.0124,8.1376,6.3478,2.2519,0.73742
1.4148,1.0142,NaN,2.3282,-1.592,0.492,NaN,2.8129,0.45756,NaN,-1.9689,2.5744,6.9473,2.6804,9.5676,6.7121,1.0283,0.15424
2.708,0.19107,2.1018,2.7888,-1.0321,-0.50489,1.7519,3.1535,1.4048,6.882,3.1954,2.8811,6.0315,2.7628,6.8042,6.2404,0.32281,-0.78283
3.3545,-0.28381,2.177,2.2673,-2.5872,1.4638,2.1184,2.929,5.2997,7.603,3.0347,2.3341,5.3654,3.5632,4.8921,0.51054,1.1273,-2.5483
2.8866,0.04888,NaN,2.1688,-2.2178,1.2969,3.4961,3.0717,5.5794,7.1452,3.965,3.2285,4.3573,6.3477,5.3561,-0.029028,0.46959,0.31181
2.0089,-2.8087,NaN,4.3846,8.6449,2.7655,4.1716,3.3377,1.3519,7.1157,2.3379,3.5472,0.32026,4.0839,5.7657,-0.21543,0.6902,0.15424
2.8677,-0.34033,1.4558,4.2233,5.5136,-0.25518,3.5782,3.2679,1.5086,7.0587,1.4158,2.3431,-0.15242,2.6803,6.662,-1.1678,2.8205,-1.0371
3.5806,-0.17486,1.0255,2.1875,-1.6493,-0.4437,NaN,3.5491,NaN,7.2438,1.8226,2.3265,-1.9923,2.1909,6.6862,-0.15659,4.0654,-1.4802
3.2709,-0.99034,2.4749,1.7484,-2.7593,0.47532,3.5604,NaN,1.8107,6.8147,2.3451,2.206,-1.5909,1.7841,5.9625,-0.17309,3.2983,-1.6269
2.9382,-0.024125,NaN,2.8334,-2.5872,1.6661,4.0256,3.5531,1.8762,6.5204,1.4158,2.4821,-1.8413,2.5159,6.8664,0.15966,2.5167,-2.5483
NaN,-0.12905,0.97976,2.9079,-2.4111,1.6893,3.2323,2.438,1.5086,5.6314,1.8807,2.8115,2.1673,3.8763,NaN,-0.82798,-0.1012,-0.27151
NaN,0.3881,2.6592,1.9945,-1.2451,2.1469,NaN,3.9145,3.0812,6.3425,5.6584,2.4849,2.966,3.3163,10.479,-0.21353,-0.1012,4.4029
NaN,-0.91661,3.2498,1.8418,-0.14891,2.9839,2.6393,4.543,4.5975,4.944,4.0139,2.0345,0.32026,3.2491,NaN,-0.70092,1.0408,4.0273
1.8613,0.25344,2.5073,3.4366,0.34863,0.79605,3.335,3.6515,3.8024,NaN,3.5889,1.3007,0.73812,NaN,NaN,-0.34562,0.97449,2.4208
3.555,-0.12505,2.4225,2.6367,0.05603,1.529,3.7311,4.5423,4.7461,10.787,3.6703,2.1851,-0.18116,3.9639,10.971,1.1464,0.52929,2.6375
NaN,0.37981,3.5708,2.5762,4.241,1.5959,2.8941,NaN,4.6259,9.7079,2.7411,1.9604,-0.3922,2.0015,11.349,1.8384,0.51855,2.8629
7.408,0.1612,2.1649,1.1926,5.0916,NaN,4.1046,NaN,NaN,NaN,3.9785,2.5328,-1.3494,2.5907,10.027,1.0844,3.5367,3.6286
9.7368,1.3581,2.5108,0.87679,3.2825,1.6189,3.8369,NaN,NaN,10.305,4.3298,2.2817,-1.1998,2.7571,10.064,1.7973,4.1001,4.038
9.694,-0.11482,3.1735,NaN,1.0475,0.9516,NaN,NaN,NaN,9.8826,4.961,2.4844,-1.0435,2.078,2.0096,6.052,2.833,2.8971
11.297,0.10159,2.9123,1.1321,1.021,3.872,3.1551,NaN,NaN,8.4952,4.083,2.9804,-1.4515,10.425,NaN,5.1728,-0.35147,2.465
5.1243,-0.56918,1.8478,NaN,1.2323,1.1499,2.7177,6.8603,NaN,8.6385,4.0699,1.8002,-1.2946,8.3109,7.3421,1.8057,-0.065541,2.3346
7.0737,-0.79184,NaN,0.67148,0.7954,0.082854,4.7597,NaN,5.7669,8.1613,3.5715,1.0857,-1.124,8.4909,8.156,2.221,0.21572,3.9519
4.7691,-0.10001,4.69,-0.639,0.53184,0.36654,NaN,2.7977,10.624,6.8011,3.0872,1.126,-1.4927,6.8029,8.4347,4.5229,1.2163,3.6286
4.0528,0.60177,3.2531,0.1118,0.06336,0.83718,3.8463,2.9661,7.182,NaN,2.7855,4.2609,-0.22117,3.2226,9.4101,4.7764,1.6725,NaN
4.5933,0.21601,2.637,NaN,-0.5716,0.35479,4.05,2.276,8.0135,9.5101,4.4772,2.862,0.56949,3.4362,6.7623,1.7968,0.45622,NaN
3.2253,-0.18849,3.1153,-0.29688,-1.2708,0.42559,3.3809,NaN,9.8132,8.6424,5.2101,5.1036,NaN,3.5665,6.5316,2.9616,4.4738,0.98512
4.3568,-0.060642,3.7651,0.28048,8.9715,0.45664,2.5518,3.3553,7.0501,9.3798,3.0547,3.364,NaN,3.7867,2.2735,3.0642,3.4097,0.72981
4.4043,-0.10411,0.21908,-0.30684,10.482,4.785,2.6277,3.5436,7.3549,7.3188,2.6001,3.2409,8.136,6.8029,NaN,2.5628,3.1533,1.7773
2.417,0.12272,NaN,-0.76172,9.5745,3.7271,2.8192,3.8863,2.3764,7.0039,2.217,2.753,11.635,5.1491,8.5091,3.5624,-1.9608,1.9222
2.417,0.70471,NaN,NaN,-0.55816,0.20531,2.3246,4.7993,2.2778,7.7552,2.4161,3.5284,12.844,2.4654,8.1024,NaN,0.07889,0.61065
3.3152,0.81518,1.3081,-0.76172,-0.75099,0.72202,4.5607,3.3377,4.1917,8.9757,2.5374,2.9286,8.0919,2.4809,6.7623,3.7665,0.9173,-0.02127
3.4604,1.7485,NaN,-0.3198,-1.2708,0.42335,3.2982,3.4761,NaN,NaN,2.4441,2.8346,7.2575,2.4215,15.493,2.0373,-0.70206,-0.56011
4.7267,0.79151,1.1516,-0.93312,-0.59245,5.0473,1.8811,3.2885,2.9739,NaN,7.2555,3.9354,8.4049,3.1583,16.013,7.2089,0.17923,0.54381
3.9546,0.53966,0.83437,-0.5475,-0.85639,4.6272,4.4955,NaN,2.2562,6.9866,4.9139,3.4522,9.1324,3.8111,15.493,7.3072,1.382,-0.58843
4.3424,0.67855,NaN,11.495,0.93617,5.0405,3.2982,3.9108,1.873,6.5446,5.5164,3.7732,12.8,3.7488,14.737,8.2382,0.90887,-0.56011
3.8344,-0.50396,0.86193,NaN,-1.2458,2.1469,2.1686,3.1188,4.1917,NaN,3.5902,3.455,11.934,NaN,NaN,6.8304,2.5167,-1.3345
2.6811,0.50809,2.3838,7.4959,-0.0089082,0.43121,2.0219,4.4979,5.4477,12.862,3.7865,3.2035,10.789,4.0052,12.09,1.6863,1.1819,-0.67648
2.645,0.27798,1.8245,2.5653,2.3488,0.53442,3.7245,4.3197,4.9076,14.124,2.7855,3.4405,8.8026,2.5671,NaN,0.21375,1.1657,-1.8032
3.2101,-0.29278,1.4398,2.5224,14.466,1.5271,4.5982,3.6052,4.8178,NaN,0.83667,3.9354,-0.82918,3.8904,12.174,0.75402,2.8602,-1.1371
3.8357,-0.068201,2.8172,2.505,10.323,2.4991,NaN,4.3645,NaN,13.279,4.9139,2.7982,4.7587,2.4857,12.774,7.7274,3.2008,3.6015
NaN,0.86099,1.8571,2.1629,7.626,2.5443,2.4275,NaN,NaN,10.969,5.076,2.7979,6.1915,3.1416,NaN,6.7631,3.4048,3.3256
1.4325,1.2116,2.8213,4.3877,7.9588,2.4904,4.1848,NaN,NaN,11.309,3.957,3.408,4.5204,4.0478,11.618,0.070709,2.7278,3.5281
1.8531,-0.11246,0.085306,3.7795,4.4985,1.0925,4.4055,4.3197,NaN,9.2375,3.7865,2.1521,1.4402,4.0008,11.762,6.9437,2.3349,3.0397
6.872,0.47388,3.5289,2.4655,4.7376,1.6785,4.8913,4.1578,NaN,8.291,3.5936,3.6802,1.3756,3.2633,NaN,-0.3501,1.2682,2.9562
8.3614,-0.033986,3.5289,2.9593,8.4637,1.6336,4.3895,4.8765,5.9738,NaN,4.9409,2.6032,-0.17369,3.7165,10.116,-1.3794,2.8177,2.9953
8.1358,0.35477,2.9696,3.068,NaN,1.7517,NaN,1.4966,11.598,12.727,4.8912,2.1026,-0.77648,3.6448,9.6917,-0.54246,2.6461,4.1357
NaN,NaN,NaN,2.2069,3.8713,3.3931,4.5045,0.42495,9.9634,11.802,4.775,1.7039,-0.82918,10.413,11.22,-0.59407,1.2108,3.2377
9.4986,0.75986,1.013,2.7096,2.7748,3.584,4.7296,NaN,10.998,10.333,2.7529,2.0879,0.18243,10.177,10.959,-0.11535,0.81957,3.9246
10.649,-0.62854,2.6545,2.527,2.0654,1.6626,3.6686,0.048826,9.9533,9.0565,3.5372,1.8344,0.04002,10.984,10.008,0.84156,4.4738,3.9062
10.468,0.24411,3.0332,2.7134,0.46762,2.0784,2.9551,7.7079,11.821,8.1965,4.8377,3.8192,-0.3363,9.6921,2.7713,-0.5581,3.387,2.7223
9.2882,0.15825,0.43446,NaN,1.5252,2.0784,NaN,3.0739,7.9353,7.0531,5.3744,2.8998,1.4334,8.5572,3.3254,1.4559,1.8444,2.8826
7.9357,-0.060661,7.8442,3.3803,0.79941,4.4852,3.6911,2.786,10.422,2.2888,3.6981,9.986,8.6289,8.1799,10.538,2.3027,2.0707,3.5506
8.5285,0.54242,11.549,2.4655,1.2565,2.1912,3.413,3.0277,11.087,11.743,3.2059,8.7058,12.545,7.0898,11.19,1.4562,1.4629,3.5778
6.635,0.1081,11.42,2.9593,0.12797,2.2031,3.4896,3.491,13.527,10.983,9.1107,10.426,NaN,7.978,9.8251,0.78368,2.4276,4.1448
4.5648,0.52274,11.581,2.7446,11.118,1.3848,3.8369,NaN,NaN,10.217,6.9983,4.1337,12.193,6.9056,2.1999,1.396,2.4154,4.0211
7.2092,0.14511,9.9502,NaN,11.237,4.6692,3.6148,3.0389,7.7527,8.1378,8.447,3.2859,14.484,5.8965,3.1391,1.7059,1.8709,2.5183
5.3403,-0.82996,10.394,0.93165,0.75611,2.0786,4.3034,3.4588,7.5574,7.444,6.9482,3.7105,8.7871,3.7486,9.1912,2.5819,1.3895,2.1173
4.4501,0.10017,NaN,0.93453,0.10393,1.4691,3.2437,4.8529,10.662,NaN,8.1806,4.0689,9.2874,3.0226,17.862,5.4642,3.8406,3.8954
5.3097,3.2828,8.3146,NaN,0.49411,0.59917,4.4923,NaN,4.8382,18.514,7.5275,3.7174,10.729,4.0478,18.649,5.7611,4.0119,NaN
4.2761,-0.93859,4.8176,NaN,1.4985,1.3751,3.9671,5.0552,3.8854,NaN,7.4051,3.5202,12.978,4.0008,17.296,2.0773,3.3445,NaN
4.4102,-0.6035,2.7584,0.7172,10.183,1.189,4.356,4.5658,2.8939,17.215,6.7134,4.2692,13.531,NaN,19.376,2.3556,NaN,1.312
4.5975,-0.010259,3.4631,NaN,1.8247,0.89455,4.4536,5.3236,3.4831,18.549,7.156,3.7643,12.341,5.1031,19.467,3.2239,3.1801,0.91773
5.4066,0.36548,3.8255,0.90773,1.9468,0.31896,5.0874,5.7514,5.6895,NaN,6.1953,3.5681,8.6894,3.7672,18.987,3.5237,2.6328,0.99884
4.6733,1.5855,2.3229,0.50575,11.717,1.0733,5.0569,5.0924,5.5528,14.494,4.8256,2.9848,8.471,3.7495,NaN,3.5237,2.4515,1.2348
4.6016,-0.63434,NaN,0.15004,14.258,1.3077,1.6552,0.74484,5.406,16.946,7.0856,4.0636,9.1573,3.1403,20.088,3.6419,1.6913,-0.29787
4.0496,-1.2571,4.5341,NaN,12.984,0.63948,NaN,NaN,4.8723,17.818,7.0175,4.3076,8.6479,2.8708,17.081,1.3035,3.0831,0.46188
