3.3895e-06,2,3,2,2
9.1236e-07,2,3,1,1
4.0198e-07,2,3,2,1
5.8978e-07,2,3,1,2
-9.3334e-07,2,3,2,2
-1.8656e-06,2,3,1,1
6.9586e-07,2,3,2,1
-3.9426e-06,2,3,1,2
3.2343e-07,2,3,2,2
4.4648e-06,2,3,1,1
1.9951e-07,2,3,2,1
2.7503e-06,2,3,1,2
6.2231e-06,2,3,2,2
1.0773e-05,2,3,1,1
1.3721e-05,2,3,2,1
1.808e-05,2,3,1,2
2.5776e-05,2,3,2,2
1.2373e-05,1,3,1,1
4.7233e-06,1,3,2,1
2.1317e-05,1,3,1,2
7.7417e-06,1,3,2,2
9.7003e-06,1,3,1,1
8.7887e-06,1,3,2,1
9.0989e-06,1,3,1,2
1.2746e-05,1,3,2,2
-4.9476e-07,1,3,1,1
1.9826e-06,1,3,2,1
4.1924e-07,1,3,1,2
3.2801e-06,1,3,2,2
5.5749e-06,2,3,1,1
3.2663e-06,2,3,2,1
9.9514e-06,2,3,1,2
4.6028e-06,2,3,2,2
-2.0942e-06,2,3,1,1
3.4121e-06,2,3,2,1
-9.4138e-06,2,3,1,2
-4.6445e-06,2,3,2,2
-9.5625e-08,2,3,1,1
4.4132e-06,2,3,2,1
1.1184e-06,2,3,1,2
4.6724e-06,2,3,2,2
2.2346e-05,1,4,1,1
1.0444e-05,1,4,2,1
1.0804e-05,1,4,1,2
3.0544e-05,1,4,2,2
3.616e-06,1,4,1,1
7.1895e-06,1,4,2,1
8.3414e-06,1,4,1,2
1.9256e-05,1,4,2,2
1.8134e-05,1,4,1,1
-1.4233e-05,1,4,2,1
1.9845e-05,1,4,1,2
-7.0366e-06,1,4,2,2
2.3453e-05,1,4,1,1
1.672e-05,1,4,2,1
3.131e-05,1,4,1,2
2.2681e-05,1,4,2,2
3.2056e-05,1,4,1,1
1.5128e-05,1,4,2,1
2.0436e-05,1,4,1,2
3.0282e-06,1,4,2,2
9.2699e-06,1,4,1,1
2.0926e-05,1,4,2,1
2.825e-05,1,4,1,2
1.6105e-05,1,4,2,2
2.6379e-05,2,4,1,1
1.3116e-05,2,4,2,1
2.3011e-05,2,4,1,2
1.1419e-05,2,4,2,2
6.1249e-06,2,4,1,1
1.0644e-05,2,4,2,1
7.2103e-06,2,4,1,2
1.5823e-05,2,4,2,2
1.0491e-05,2,4,1,1
6.1292e-06,2,4,2,1
1.139e-05,2,4,1,2
1.7028e-05,2,4,2,2
3.4679e-05,2,4,1,1
1.8523e-05,2,4,2,1
4.1655e-05,2,4,1,2
3.9773e-05,2,4,2,2
2.057e-05,2,4,1,1
5.3872e-05,2,4,2,1
4.33e-05,2,4,1,2
6.2134e-05,2,4,2,2
2.6045e-05,2,4,1,1
5.4117e-05,2,4,2,1
5.2175e-05,2,4,1,2
5.4847e-05,2,4,2,2
1.9796e-05,1,4,1,1
4.2028e-05,1,4,2,1
4.0033e-05,1,4,1,2
2.8914e-05,1,4,2,2
6.6915e-06,1,4,1,1
-9.5776e-06,1,4,2,1
-1.9682e-06,1,4,1,2
1.0634e-05,1,4,2,2
1.9491e-05,1,4,1,1
1.0722e-05,1,4,2,1
2.204e-05,1,4,1,2
2.4727e-05,1,4,2,2
5.8706e-05,2,4,1,1
5.1585e-05,2,4,2,1
7.4424e-05,2,4,1,2
5.4912e-05,2,4,2,2
3.1149e-06,2,4,1,1
1.4569e-06,2,4,2,1
2.6901e-06,2,4,1,2
-3.5937e-06,2,4,2,2
9.975e-06,2,4,1,1
2.907e-05,2,4,2,1
4.9087e-06,2,4,1,2
3.8804e-05,2,4,2,2
1.8738e-05,1,5,1,1
-7.0054e-06,1,5,2,1
4.6418e-05,1,5,1,2
5.7784e-06,1,5,2,2
-1.0989e-06,1,5,1,1
-3.2528e-06,1,5,2,1
6.3242e-06,1,5,1,2
-8.7522e-06,1,5,2,2
4.5194e-06,1,5,1,1
1.087e-05,1,5,2,1
2.5195e-05,1,5,1,2
4.7672e-05,1,5,2,2
-2.5323e-06,1,5,1,1
5.5628e-06,1,5,2,1
7.3922e-06,1,5,1,2
1.6929e-05,1,5,2,2
3.7011e-06,1,5,1,1
4.2049e-06,1,5,2,1
2.7747e-06,1,5,1,2
9.616e-06,1,5,2,2
1.6492e-05,1,5,1,1
-1.0129e-05,1,5,2,1
-2.725e-06,1,5,1,2
-1.1443e-05,1,5,2,2
7.374e-06,2,5,1,1
-1.7995e-06,2,5,2,1
1.2841e-05,2,5,1,2
9.2487e-06,2,5,2,2
6.7014e-07,2,5,1,1
7.1083e-07,2,5,2,1
4.0231e-06,2,5,1,2
3.6199e-06,2,5,2,2
8.8303e-07,2,5,1,1
7.2111e-06,2,5,2,1
3.6989e-06,2,5,1,2
2.6109e-06,2,5,2,2
-3.8579e-06,2,5,1,1
4.9306e-06,2,5,2,1
-6.3367e-06,2,5,1,2
1.6719e-05,2,5,2,2
2.575e-06,2,5,1,1
2.1769e-05,2,5,2,1
2.9756e-05,2,5,1,2
2.1698e-05,2,5,2,2
8.262e-06,2,5,1,1
5.3177e-06,2,5,2,1
1.3197e-05,2,5,1,2
8.3281e-06,2,5,2,2
5.3982e-06,1,5,1,1
1.2211e-05,1,5,2,1
1.672e-05,1,5,1,2
-2.7368e-06,1,5,2,2
1.2707e-05,1,5,1,1
1.7577e-05,1,5,2,1
1.5218e-05,1,5,1,2
3.2587e-05,1,5,2,2
6.7608e-06,1,5,1,1
3.7824e-06,1,5,2,1
1.3375e-05,1,5,1,2
7.673e-06,1,5,2,2
2.456e-06,2,5,1,1
6.5547e-06,2,5,2,1
-6.8562e-07,2,5,1,2
-1.1612e-06,2,5,2,2
8.8156e-06,2,5,1,1
2.7301e-05,2,5,2,1
2.0041e-05,2,5,1,2
1.9093e-05,2,5,2,2
3.3118e-06,2,5,1,1
2.2336e-06,2,5,2,1
6.7147e-06,2,5,1,2
2.7857e-06,2,5,2,2
1.2414e-05,1,6,1,1
-1.4526e-06,1,6,2,1
5.1044e-06,1,6,1,2
-8.2353e-06,1,6,2,2
-1.0985e-06,1,6,1,1
3.5774e-06,1,6,2,1
-2.6726e-06,1,6,1,2
9.6041e-06,1,6,2,2
-1.5805e-06,1,6,1,1
-2.6164e-07,1,6,2,1
4.2012e-06,1,6,1,2
3.8788e-06,1,6,2,2
4.404e-06,1,6,1,1
1.1065e-05,1,6,2,1
7.8277e-06,1,6,1,2
1.1207e-05,1,6,2,2
4.0391e-06,1,6,1,1
6.1756e-06,1,6,2,1
-1.1349e-06,1,6,1,2
1.091e-05,1,6,2,2
8.1518e-06,1,6,1,1
1.1017e-05,1,6,2,1
3.5953e-06,1,6,1,2
7.9295e-06,1,6,2,2
5.0729e-06,2,6,1,1
5.0972e-06,2,6,2,1
5.0255e-06,2,6,1,2
6.1612e-07,2,6,2,2
-1.4869e-08,2,6,1,1
2.8831e-06,2,6,2,1
1.4542e-07,2,6,1,2
2.5929e-06,2,6,2,2
1.1019e-05,2,6,1,1
4.4787e-06,2,6,2,1
8.3172e-06,2,6,1,2
1.0236e-05,2,6,2,2
1.649e-05,2,6,1,1
1.0951e-05,2,6,2,1
1.4996e-05,2,6,1,2
4.2554e-06,2,6,2,2
5.5665e-06,2,6,1,1
1.0605e-05,2,6,2,1
-2.5198e-06,2,6,1,2
1.9077e-05,2,6,2,2
-7.7019e-06,2,6,1,1
6.4829e-06,2,6,2,1
-4.4161e-06,2,6,1,2
8.1138e-06,2,6,2,2
8.8834e-06,1,6,1,1
2.5811e-06,1,6,2,1
8.7273e-06,1,6,1,2
-4.2553e-08,1,6,2,2
5.9899e-06,1,6,1,1
1.2436e-05,1,6,2,1
1.1437e-05,1,6,1,2
2.6069e-05,1,6,2,2
2.2819e-06,1,6,1,1
7.278e-06,1,6,2,1
7.2127e-06,1,6,1,2
3.0831e-06,1,6,2,2
3.3692e-06,2,6,1,1
-2.288e-06,2,6,2,1
4.9234e-07,2,6,1,2
8.4024e-06,2,6,2,2
1.4162e-06,2,6,1,1
4.1632e-06,2,6,2,1
2.8833e-07,2,6,1,2
-3.746e-06,2,6,2,2
-2.02e-06,2,6,1,1
-1.2026e-06,2,6,2,1
2.5175e-07,2,6,1,2
7.3016e-08,2,6,2,2
