5.3455e-05,1,1,1
6.7311e-05,1,1,2
-3.5384e-05,1,1,1
3.0957e-05,1,1,2
7.2987e-05,1,1,1
4.5698e-05,1,1,2
0.00017142,1,1,1
0.0002941,1,1,2
0.00017394,1,1,1
0.00010739,1,1,2
6.7052e-05,1,1,1
0.00014776,1,1,2
7.0184e-05,2,1,1
8.4429e-05,2,1,2
5.3335e-05,2,1,1
9.2752e-06,2,1,2
0.00013164,2,1,1
-9.5052e-06,2,1,2
0.00024655,2,1,1
6.5899e-05,2,1,2
0.00028285,2,1,1
0.00032933,2,1,2
0.00018827,2,1,1
0.00034028,2,1,2
0.00019048,1,1,1
0.00015581,1,1,2
8.7751e-05,1,1,1
0.00013848,1,1,2
0.00026626,1,1,1
0.00040661,1,1,2
2.7723e-05,2,1,1
7.3779e-05,2,1,2
3.321e-05,2,1,1
-1.3643e-05,2,1,2
0.00014495,2,1,1
7.2967e-05,2,1,2
7.7342e-06,1,2,1
1.6769e-05,1,2,2
1.3091e-05,1,2,1
6.878e-06,1,2,2
1.7062e-05,1,2,1
2.6245e-05,1,2,2
4.5745e-05,1,2,1
3.0694e-05,1,2,2
1.2964e-05,1,2,1
7.0425e-06,1,2,2
1.1604e-05,1,2,1
8.5044e-06,1,2,2
2.7509e-05,2,2,1
1.8871e-05,2,2,2
1.4932e-05,2,2,1
1.9371e-05,2,2,2
1.4663e-05,2,2,1
9.7797e-06,2,2,2
5.5297e-05,2,2,1
6.14e-05,2,2,2
1.4889e-06,2,2,1
1.5208e-05,2,2,2
4.8265e-05,2,2,1
1.3519e-05,2,2,2
4.0389e-05,1,2,1
1.7095e-05,1,2,2
2.1895e-05,1,2,1
2.4836e-05,1,2,2
2.6548e-05,1,2,1
2.9324e-05,1,2,2
1.3613e-05,2,2,1
6.1653e-06,2,2,2
1.3412e-05,2,2,1
8.8348e-06,2,2,2
2.6754e-05,2,2,1
1.8261e-05,2,2,2
-1.7161e-07,1,3,1
3.5179e-07,1,3,2
4.8659e-06,1,3,1
-4.3174e-06,1,3,2
-4.6646e-06,1,3,1
-3.9061e-07,1,3,2
8.4305e-06,1,3,1
1.7653e-05,1,3,2
2.3807e-06,1,3,1
1.2901e-06,1,3,2
3.0456e-07,1,3,1
8.8045e-07,1,3,2
7.3807e-06,2,3,1
5.316e-06,2,3,2
3.3862e-06,2,3,1
2.995e-06,2,3,2
8.0483e-07,2,3,1
-4.3125e-08,2,3,2
-2.5579e-06,2,3,1
5.7172e-07,2,3,2
3.8933e-06,2,3,1
2.2074e-06,2,3,2
1.3209e-05,2,3,1
1.774e-05,2,3,2
1.5354e-05,1,3,1
5.7294e-06,1,3,2
9.4998e-06,1,3,1
1.0108e-05,1,3,2
-1.9009e-07,1,3,1
2.4151e-06,1,3,2
7.0337e-06,2,3,1
3.7118e-06,2,3,2
-4.5341e-06,2,3,1
7.2658e-07,2,3,2
3.0904e-07,2,3,1
4.4996e-06,2,3,2
1.8499e-05,1,4,1
1.7144e-05,1,4,2
5.1911e-06,1,4,1
1.1212e-05,1,4,2
1.8704e-05,1,4,1
-1.1834e-05,1,4,2
2.6072e-05,1,4,1
1.8707e-05,1,4,2
2.8183e-05,1,4,1
1.1095e-05,1,4,2
1.5597e-05,1,4,1
1.9319e-05,1,4,2
2.5256e-05,2,4,1
1.255e-05,2,4,2
6.4867e-06,2,4,1
1.237e-05,2,4,2
1.0791e-05,2,4,1
9.7623e-06,2,4,2
3.7004e-05,2,4,1
2.5606e-05,2,4,2
2.8146e-05,2,4,1
5.6626e-05,2,4,2
3.4755e-05,2,4,1
5.436e-05,2,4,2
2.6541e-05,1,4,1
3.7657e-05,1,4,2
3.805e-06,1,4,1
-2.8405e-06,1,4,2
2.034e-05,1,4,1
1.539e-05,1,4,2
6.3945e-05,2,4,1
5.2694e-05,2,4,2
2.9733e-06,2,4,1
-2.2659e-07,2,4,2
8.2863e-06,2,4,1
3.2315e-05,2,4,2
2.7965e-05,1,5,1
-2.7441e-06,1,5,2
1.3754e-06,1,5,1
-5.0859e-06,1,5,2
1.1411e-05,1,5,1
2.3137e-05,1,5,2
7.7589e-07,1,5,1
9.3516e-06,1,5,2
3.3923e-06,1,5,1
6.0086e-06,1,5,2
1.0086e-05,1,5,1
-1.0567e-05,1,5,2
9.1965e-06,2,5,1
1.8832e-06,2,5,2
1.7878e-06,2,5,1
1.6805e-06,2,5,2
1.8216e-06,2,5,1
5.6777e-06,2,5,2
-4.6842e-06,2,5,1
8.8601e-06,2,5,2
1.1635e-05,2,5,1
2.1746e-05,2,5,2
9.9068e-06,2,5,1
6.3212e-06,2,5,2
9.1722e-06,1,5,1
7.2281e-06,1,5,2
1.3544e-05,1,5,1
2.2581e-05,1,5,2
8.9656e-06,1,5,1
5.0793e-06,1,5,2
1.4088e-06,2,5,1
3.9827e-06,2,5,2
1.2557e-05,2,5,1
2.4565e-05,2,5,2
4.4461e-06,2,5,1
2.4176e-06,2,5,2
9.9774e-06,1,6,1
-3.7135e-06,1,6,2
-1.6232e-06,1,6,1
5.5863e-06,1,6,2
3.4674e-07,1,6,1
1.1185e-06,1,6,2
5.5453e-06,1,6,1
1.1113e-05,1,6,2
2.3144e-06,1,6,1
7.7536e-06,1,6,2
6.633e-06,1,6,1
9.988e-06,1,6,2
5.0571e-06,2,6,1
3.6035e-06,2,6,2
3.856e-08,2,6,1
2.7863e-06,2,6,2
1.0119e-05,2,6,1
6.3979e-06,2,6,2
1.5992e-05,2,6,1
8.7189e-06,2,6,2
2.8711e-06,2,6,1
1.3429e-05,2,6,2
-6.6066e-06,2,6,1
7.0265e-06,2,6,2
8.8314e-06,1,6,1
1.7065e-06,1,6,2
7.8057e-06,1,6,1
1.698e-05,1,6,2
3.9255e-06,1,6,1
5.8797e-06,1,6,2
2.4103e-06,2,6,1
1.2755e-06,2,6,2
1.0402e-06,2,6,1
1.5268e-06,2,6,2
-1.2628e-06,2,6,1
-7.7743e-07,2,6,2
