,Unnamed: 0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag16,lag17,lag18,lag19,lag20,lag21,lag22,lag23,lag24,lag25,lag26,lag27,lag28,lag29,lag30,lag31,day,subject
0,21,0.510000841318,0.41753561238,0.340980516541,0.336828728167,0.224633592304,0.238241044615,0.28599349986,0.200574916261,0.183344171342,0.163144198532,0.119657144263,0.0924637966079,0.126248334785,0.0563117022456,0.0882987936506,0.0653048276151,0.0903461285746,0.0498670422036,0.0865708653971,0.150128061468,0.145714899465,0.0733337089507,0.0901145000137,0.101811711402,0.0952404231682,0.0251683312575,0.141260047142,0.205699939588,0.220906661713,0.138224778036,0.201204935293,21.0,6
1,22,0.320890661133,0.118728036527,0.0701288952794,0.0699048165313,0.0167156448477,0.0469342142032,-0.00558029925154,0.0368514530454,0.0298387556182,0.0183367098026,0.00958766637431,-0.0898608704894,-0.110440399614,-0.0278016786978,0.113564318265,0.216685156114,0.126321251208,0.0230802291169,0.067303171509,-0.0152840586991,-0.0696027366657,-0.0737445112473,-0.0789531861518,-0.00330152903426,0.0107145635104,-0.111538448529,-0.0332283788957,0.0041414301113,-0.0198611170394,0.00933820182109,0.105067042202,22.0,6
2,23,0.557950950726,0.476669321401,0.508227558089,0.509448989477,0.427118449766,0.426401555157,0.455560843075,0.427429419233,0.413427919715,0.418489907262,0.387760730898,0.327336674529,0.361084726507,0.30872656587,0.305898129861,0.297599631637,0.313190443284,0.259109639557,0.222668793195,0.252760046294,0.256766320797,0.209377599358,0.137683953148,0.168335753299,0.217771118388,0.169807185359,0.0917009706076,0.151169853739,0.12747060196,0.052122097797,0.0718772977321,23.0,6
3,24,0.15568849659,0.0536500679187,0.00753301414091,0.037173004379,-0.069948396275,0.137174731082,-0.0852718231955,-0.0667592366443,-0.0751208516295,-0.0607413588938,-0.0760686177949,0.100147505367,-0.0213294429901,-0.0692877761363,0.000780035732578,-0.041548016319,-0.0474278764671,0.0557913469934,0.0184100307674,-0.0925686870119,0.131024862243,0.0194035785927,-0.0813945451417,0.0683712164932,0.115723513488,-0.00539398717858,0.121698791023,0.099816159112,0.0345119243207,0.0136238943129,0.131045801286,24.0,6
4,25,0.497199532109,0.396180920068,0.416481283519,0.24967798705,0.154453758363,0.139104092528,0.0807248957786,0.0568682320452,0.0716148125338,0.0722176925535,0.0918947232146,0.147474686691,0.0533961109034,0.0696287212054,0.0596159916753,-0.0291272519165,-0.0194474523669,0.0166826268357,0.0153468226494,0.0296295210742,-0.0199952669286,-0.0288496738529,0.0186018700702,-0.0320870764854,-0.00642069355806,0.039844545448,0.00845768927972,0.0654355823946,0.101891515191,0.117298831081,0.0698207583625,25.0,6
5,1,0.15403049463,0.170118189339,-0.0102374247633,0.114981005368,0.0367166038231,0.123551623542,0.0414119317331,0.142561484877,0.0620843527177,-0.0494336404072,-0.103896622648,-0.0521491506416,-0.147070592288,-0.0809953602887,-0.0480223716017,-0.156797942283,-0.156907482325,-0.0776172908108,-0.153900001464,-0.180440483408,-0.178094328066,-0.244172956355,-0.0943307310558,-0.0878299684148,-0.0113416009207,0.00287766489247,0.00139635715098,-0.0394112864079,0.00105336956232,-0.0123494158753,-0.0268584832288,1.0,6
6,2,0.0571656639287,0.12051105959,0.0170691336661,0.0156533567639,0.0968498513016,-0.014946688511,-0.0456923916397,-0.016098848728,-0.0468105568752,0.0734253630169,-0.0582820020613,-0.0631468191133,-0.0128940743893,-0.0423046928423,0.0476727461829,-0.053414043861,0.0534324744188,-0.113425484731,-0.0578358597708,-0.0516629028839,-0.0875765021742,0.0861338157242,0.0575152294619,-0.0857135368897,0.110219422998,-0.0413433557988,0.0453198513051,-0.0280165223964,-0.0165688221657,0.219272225987,0.0471265657183,2.0,6
7,3,0.558008987498,0.437523629174,0.35570580939,0.283440045405,0.202645492054,0.124956699904,0.089461158677,0.0240695290244,-0.0482439155754,-0.10505485573,-0.0785131197552,-0.117915893583,-0.103468443775,-0.162946126421,-0.196602102214,-0.122774926135,-0.151904935406,-0.161024145031,-0.234002386257,-0.179482125875,-0.232834115755,-0.182604062185,-0.136852839397,-0.0745734809449,0.018652076,0.0673997577084,0.116418039305,0.218843867152,0.232482048404,0.191280977714,0.235599109862,3.0,6
8,4,0.337648277108,0.228439717316,0.194048136874,0.101280759065,0.0643137837835,-0.0567398303916,-0.0740226670214,-0.172681615416,-0.0806800701829,-0.122369822684,-0.0804711830712,-0.0806990913736,-0.0825946269287,-0.0693942957935,0.0163261062943,-0.0893287437734,-0.0958024664028,-0.0560601011202,-0.112640645641,-0.105773152004,-0.104418586158,-0.124664836646,-0.223946154738,-0.102889790565,-0.116882060843,-0.0413614692872,0.0161613249125,0.0614313495626,0.14200424797,0.134232269402,0.238077994606,4.0,6
9,5,0.313627405217,0.251280970147,0.234944176511,0.0290881964539,0.0801297159425,0.0402417438476,-0.0605931488592,0.0262844920925,0.014221410537,0.0260382024341,0.0581794762806,0.0626182607815,0.206535324172,-0.0118601217457,0.0192858684316,0.0188562905055,-0.0855861073578,-0.0753730785645,-0.0508045628311,-0.141493032779,-0.0411118742524,-0.0249119213829,-0.060184876797,-0.0916253363922,0.00153570147076,0.0266977676086,-0.00751071683622,0.090772071436,-0.0270449819912,0.0652619300248,-0.068881901709,5.0,6
10,6,0.418657732177,0.334423619436,0.2550722716,0.159663121296,0.0220069059678,-0.00664740681221,-0.0182784216554,-0.0183194221569,-0.0487566081493,0.0213979182434,-0.0278133794906,-0.0607864812883,0.0430966794074,0.118771706118,0.121302183692,0.0383506679906,0.106330381363,0.0413776544922,-0.00896026320972,-0.017463381875,0.00923444033114,-0.0943036219292,-0.054847239402,-0.0771609409824,0.0270439745304,0.00375601267867,-0.0275848218381,0.172429087557,0.2132472474,0.272930074572,0.290986134465,6.0,6
11,7,0.5197256664,0.466219494759,0.414654088811,0.336747197586,0.274549378259,0.235301137145,0.212869892305,0.140583298035,0.155380828663,0.114878826373,0.00423902962841,0.0651512772214,0.0435576999552,-0.0140866275255,-0.00897293490439,-0.0471126413846,0.034035982832,0.0103678158736,0.035147151727,-0.020792144076,0.0152199514997,0.0197806140308,-0.0530488207878,-0.0686318996575,-0.0206722741553,-0.110826270895,-0.138170421064,-0.125731080215,-0.146300537426,-0.169816791973,-0.216061307125,7.0,6
12,8,0.568024194476,0.499957015435,0.304929221395,0.337630068868,0.230322089844,0.278027192307,0.156285092124,0.176209181964,0.120433375285,0.145929203246,0.0517242530958,0.0496230897156,-0.0227707929135,0.038928769994,0.061969412193,0.0493623968635,-0.00308438471445,-0.0220695923255,0.0382322856126,0.108289586704,0.122302667668,0.106488006904,0.058097942642,0.030478482191,-0.000838323850368,0.0771613746165,0.115989067263,0.164484307733,0.14098257139,0.236673311854,0.175480027647,8.0,6
13,9,0.5524262435,0.400025511055,0.309361952308,0.225862813574,0.172128304659,0.147921370577,0.106462624509,0.0398741659244,0.0765616732125,0.0248754541826,0.0175891695071,-0.0366928083142,-0.107154718796,-0.213948597578,-0.175509998383,-0.182080994479,-0.25432200967,-0.255348831782,-0.233341782889,-0.214393896377,-0.0934808271401,-0.102228624228,-0.0993779235496,-0.094248961967,-0.0649197337296,-0.114964896236,-0.093393168572,0.0235373306015,0.0150918422825,0.15617744428,0.242992769321,9.0,6
14,10,0.516986018325,0.351317545665,0.283738984533,0.284197121539,0.130526483784,0.113810834464,0.162512016298,0.118057024895,0.0132677196914,0.0396745662735,-0.0375405098043,-0.10079671004,-0.181864544395,-0.218384802193,-0.197822024311,-0.251932909424,-0.165899602766,-0.152070008299,-0.150341988863,-0.0677642944516,0.00383255862634,0.0488084759562,0.0324303074131,0.0423625092625,0.0934251888256,0.068613149875,0.0670191282589,0.143299913102,0.228557498843,0.219385054859,0.143792996654,10.0,6
15,11,0.557126913725,0.423205094084,0.346202199596,0.231407995442,0.215712083467,0.179804261703,0.121588283714,0.163659070884,0.136005579448,0.055964179984,0.030844701485,-0.0470530723605,-0.0629665658553,-0.10400295103,-0.128266679411,-0.177842182994,-0.139932477184,-0.0741509177679,-0.00357042082951,-0.0289199574763,-0.02650751583,0.0317115965069,0.0995415092745,0.0860918155602,0.0376684360656,0.0390993354948,0.0984558640928,0.0958564164321,0.153597665493,0.156840100614,0.278133600029,11.0,6
16,12,0.581391195275,0.503971233653,0.350750751359,0.287713681425,0.216782227515,0.198394749178,0.0988938227404,-0.0128946398112,-0.0933023596606,-0.148372927239,-0.211516686421,-0.222622892248,-0.248013610934,-0.23258752451,-0.214102848359,-0.228825292005,-0.274922723456,-0.34220969107,-0.308933850184,-0.243333034945,-0.187102204208,-0.104569499378,-0.108990411454,-0.0421454302471,0.0527221415557,0.112735038459,0.190768193198,0.25049781766,0.265349640596,0.260185482716,0.264014915084,12.0,6
17,13,0.563801716824,0.48265828571,0.356426927062,0.273288927789,0.289872633325,0.177641777552,0.102751730211,0.065216803359,-0.0116494982072,-0.0243059171354,-0.0359258133839,-0.0115125436139,-0.0194473868746,-0.0639347834501,-0.0854523878187,-0.0857654084555,-0.0386200277027,0.0120281937414,-0.015980309477,-0.0521731567129,-0.0977950163376,-0.0630147463842,-0.0827325454795,-0.0198020611006,-0.0312182020862,0.0490919713821,0.0948132574326,0.109288181842,0.132432068623,0.208077645306,0.193887293674,13.0,6
18,14,0.321283873989,0.281266617993,0.190736532427,0.129499310916,0.108723793901,0.122622340996,0.0566904539969,0.0488033456195,-0.0765250427528,-0.0212275251571,-0.0661109696303,-0.139231463479,-0.116494315937,-0.163800788137,-0.0717456526145,-0.151606058208,-0.200427504805,-0.186804435077,-0.18025152557,-0.214802401093,-0.0848924334964,-0.0149989503858,-0.0854078348472,-0.0632525626238,0.0265603473983,-0.0826345987533,0.0507909062425,0.0131825353088,0.102412256967,0.154393458575,0.161596401853,14.0,6
19,15,0.293489349225,0.299514654422,0.191915211175,0.143438316378,0.112502127436,0.0568264463278,-0.0104021512417,0.0251304918923,-0.0235441052251,0.0617123103631,-0.0119573159526,-0.0197696106226,-0.100306749538,-0.0357128130811,-0.0821250139438,-0.162366184339,-0.144064798685,-0.219421960245,-0.179715347643,-0.14285484076,-0.195347892108,-0.180825278073,-0.161430691362,-0.0609008810617,-0.0893569897295,-0.0317433443316,-0.092152371575,-0.008697237562,-0.0142323053065,0.0986756656098,-0.00738617407348,15.0,6
20,16,0.405352506683,0.386927905073,0.242958018239,0.164002094471,0.137403557623,0.128007689034,0.089554107579,0.149521167768,0.0490490443576,0.0363842883222,-0.0384672925597,-0.00467007547816,-0.0281966581628,0.112763724403,0.060247880184,0.112338399869,0.141338428792,0.0198725875028,0.0181586970569,0.00294764255023,0.0285839562571,0.0304003199689,0.0439350671309,0.147280845438,0.0153095178335,0.00171614433492,-0.0416960703985,-0.104862170935,-0.0714670366437,-0.0150326080579,0.0127788172807,16.0,6
